Dataset,Modelo,Explicador,Node,Mean Fidelity,Std Fidelity,Min Fidelity,Max Fidelity
Cora,GraphSAGE,GNNExplainer,2266.0,0.5660850505034128,0.06079662615801643,0.48013633489608765,0.6110489666461945
Cora,GraphSAGE,GNNExplainer,1797.0,0.6627736116449038,0.0036337639680865683,0.6583038568496704,0.6672044694423676
Cora,GraphSAGE,GNNExplainer,2312.0,0.1448885202407837,0.05103618938771019,0.08124196529388428,0.20618849992752075
Cora,GraphSAGE,GNNExplainer,2140.0,0.01639479398727417,0.009956029694795497,0.0023177266120910645,0.023680150508880615
Cora,GraphSAGE,GNNExplainer,1740.0,-0.13131693998972574,0.029783353227656302,-0.15826070308685303,-0.08980762958526611
Cora,GraphSAGE,GNNExplainer,1738.0,0.01232053836186727,0.007797164632567818,0.001593470573425293,0.01989567279815674
Cora,GraphSAGE,GNNExplainer,1803.0,0.13624717791875204,0.10185764820279192,0.06232035160064697,0.280278742313385
CiteSeer,GCN,GNNExplainer,2972.0,0.41889650623003644,0.16488006350023984,0.2175493836402893,0.621416300535202
CiteSeer,GCN,GNNExplainer,2427.0,0.20677984754244486,0.04528005958748853,0.1614934802055359,0.268631249666214
CiteSeer,GCN,GNNExplainer,2337.0,0.4199250712990761,0.024499917206521716,0.398324366658926,0.4541865848004818
CiteSeer,GCN,GNNExplainer,3079.0,0.02543729543685913,0.009248010104835874,0.015070617198944092,0.03752624988555908
CiteSeer,GCN,GNNExplainer,2596.0,0.003481606642405192,0.0010273133465921237,0.0022071003913879395,0.0047228336334228516
CiteSeer,GCN,GNNExplainer,2565.0,0.08322832981745402,0.049618118718958305,0.01448523998260498,0.12979525327682495
CiteSeer,GCN,GNNExplainer,2542.0,0.5404090086619059,0.16061225666579582,0.31343549489974976,0.6614266037940979
CiteSeer,GCN,GNNExplainer,2455.0,0.04355476299921671,0.00718375504137071,0.035314977169036865,0.05282139778137207
CiteSeer,GCN,GNNExplainer,3074.0,0.4531948318084081,0.01842437912895459,0.43151217699050903,0.47654949128627777
CiteSeer,GCN,GNNExplainer,2417.0,0.05314489205678304,0.01463721999966154,0.03278762102127075,0.06657290458679199
CiteSeer,GCN,GNNExplainer,3010.0,0.0699005921681722,0.011553401759596318,0.05616939067840576,0.0844351053237915
CiteSeer,GCN,GNNExplainer,3078.0,0.048796236515045166,0.04931095386473627,0.010227859020233154,0.1183965802192688
CiteSeer,GCN,GNNExplainer,3235.0,0.2966919243335724,0.014339213698278265,0.27642500400543213,0.3074241578578949
